Dataset1,Dataset2,IID,SID,OrgName,AccName,Trait,OrgVal,n
SG01,SG01_HR,A27T46,NA,Garcinia parvifolia,NA,LDMC,0.23252434537858255,3
SG01,SG01_HR,A27T46,NA,Garcinia parvifolia,NA,SLA,18.01763252184641,3
SG01,SG01_HR,A27T46,NA,Garcinia parvifolia,NA,Th,0.22766666666666666,3
SG01,SG01_HR,A27T49,NA,Clerodendrum laevifolium,NA,Area_mm2,2532.6520528626415,3
SG01,SG01_HR,A27T49,NA,Clerodendrum laevifolium,NA,LDMC,0.3187678028045736,3
SG01,SG01_HR,A27T49,NA,Clerodendrum laevifolium,NA,SLA,15.162021984792585,3
SG01,SG01_HR,A27T49,NA,Clerodendrum laevifolium,NA,Th,0.22333333333333333,3
SG01,SG01_HR,A27T55,NA,Xylopia ferruginea,NA,Area_mm2,8214.35397229655,3
SG01,SG01_HR,A27T55,NA,Xylopia ferruginea,NA,LDMC,0.35745918247624586,3
SG01,SG01_HR,A27T55,NA,Xylopia ferruginea,NA,SLA,12.154540351987738,3
SG01,SG01_HR,A27T55,NA,Xylopia ferruginea,NA,Th,0.23766666666666666,3
SG01,SG01_HR,A27T58,NA,Xylopia ferruginea,NA,Area_mm2,7440.981561557443,4
SG01,SG01_HR,A27T58,NA,Xylopia ferruginea,NA,LDMC,0.3829642979508966,4
SG01,SG01_HR,A27T58,NA,Xylopia ferruginea,NA,SLA,11.071918554772573,4
SG01,SG01_HR,A27T58,NA,Xylopia ferruginea,NA,Th,0.2515,4
SG01,SG01_HR,A27T60,NA,Prunus polystachya,NA,Area_mm2,29813.25231263614,3
SG01,SG01_HR,A27T60,NA,Prunus polystachya,NA,LDMC,0.4019112747876018,3
SG01,SG01_HR,A27T60,NA,Prunus polystachya,NA,SLA,10.176619117645183,3
SG01,SG01_HR,A27T60,NA,Prunus polystachya,NA,Th,0.22733333333333333,3
SG01,SG01_HR,A27T63,NA,Macaranga bancana,NA,Area_mm2,49031.636886607,3
SG01,SG01_HR,A27T63,NA,Macaranga bancana,NA,LDMC,0.37116522823850095,3
SG01,SG01_HR,A27T63,NA,Macaranga bancana,NA,SLA,19.709796989576322,3
SG01,SG01_HR,A27T63,NA,Macaranga bancana,NA,Th,0.18366666666666667,3
SG01,SG01_HR,A27T68,NA,Prunus polystachya,NA,Area_mm2,22084.81134882033,3
SG01,SG01_HR,A27T68,NA,Prunus polystachya,NA,LDMC,0.4265597091460092,3
SG01,SG01_HR,A27T68,NA,Prunus polystachya,NA,SLA,10.356930496556691,3
SG01,SG01_HR,A27T68,NA,Prunus polystachya,NA,Th,0.22266666666666668,3
SG01,SG01_HR,A27T70,NA,Strombosia ceylanica,NA,Area_mm2,5738.443024801298,5
SG01,SG01_HR,A27T70,NA,Strombosia ceylanica,NA,LDMC,0.3038192777783565,5
SG01,SG01_HR,A27T70,NA,Strombosia ceylanica,NA,SLA,12.416733357038492,5
SG01,SG01_HR,A27T70,NA,Strombosia ceylanica,NA,Th,0.259,5
SG01,SG01_HR,A63T103,NA,Macaranga bancana,NA,Area_mm2,54907.71356735917,3
SG01,SG01_HR,A63T103,NA,Macaranga bancana,NA,LDMC,0.5651421475296802,3
SG01,SG01_HR,A63T103,NA,Macaranga bancana,NA,SLA,18.9770701806204,3
SG01,SG01_HR,A63T103,NA,Macaranga bancana,NA,Th,0.19733333333333333,3
SG01,SG01_HR,A63T109,NA,Syzygium filiforme,NA,Area_mm2,869.1547762818815,3
SG01,SG01_HR,A63T109,NA,Syzygium filiforme,NA,LDMC,0.4162135448286728,3
SG01,SG01_HR,A63T109,NA,Syzygium filiforme,NA,SLA,10.091486771844982,3
SG01,SG01_HR,A63T109,NA,Syzygium filiforme,NA,Th,0.22133333333333333,3
SG01,SG01_HR,A63T112,NA,Prunus polystachya,NA,Area_mm2,17939.69178608596,5
SG01,SG01_HR,A63T112,NA,Prunus polystachya,NA,LDMC,0.38696387068668425,2
SG01,SG01_HR,A63T112,NA,Prunus polystachya,NA,SLA,10.40980922131671,2
SG01,SG01_HR,A63T112,NA,Prunus polystachya,NA,Th,0.2918,5
SG01,SG01_HR,A63T113,NA,Archidendron clypearia,NA,Area_mm2,58804.83601464916,2
SG01,SG01_HR,A63T113,NA,Archidendron clypearia,NA,LDMC,0.2895460339393198,2
SG01,SG01_HR,A63T113,NA,Archidendron clypearia,NA,SLA,22.188505573475695,2
SG01,SG01_HR,A63T113,NA,Archidendron clypearia,NA,Th,0.1775,2
SG01,SG01_HR,A63T115,NA,Trigonostemon villosus,NA,Area_mm2,7252.3606716680715,3
SG01,SG01_HR,A63T115,NA,Trigonostemon villosus,NA,LDMC,0.36699330180193446,3
SG01,SG01_HR,A63T115,NA,Trigonostemon villosus,NA,SLA,18.578451562551756,3
SG01,SG01_HR,A63T115,NA,Trigonostemon villosus,NA,Th,0.13066666666666668,3
SG01,SG01_HR,A63T117,NA,Trigonostemon villosus,NA,Area_mm2,12368.704102028347,3
SG01,SG01_HR,A63T117,NA,Trigonostemon villosus,NA,LDMC,0.32804745593088414,3
SG01,SG01_HR,A63T117,NA,Trigonostemon villosus,NA,SLA,12.64725643378957,3
SG01,SG01_HR,A63T117,NA,Trigonostemon villosus,NA,Th,0.3393333333333333,3
SG01,SG01_HR,A63T12/124/Litsea,NA,Litsea elliptica,NA,Area_mm2,5402.634376169835,1
SG01,SG01_HR,A63T12/124/Litsea,NA,Litsea elliptica,NA,LDMC,0.3626679018063919,1
SG01,SG01_HR,A63T12/124/Litsea,NA,Litsea elliptica,NA,SLA,13.799832378467013,1
SG01,SG01_HR,A63T12/124/Litsea,NA,Litsea elliptica,NA,Th,0.215,1
SG01,SG01_HR,A63T120,NA,Agrostistachys borneensis,NA,Area_mm2,37458.28842502946,3
SG01,SG01_HR,A63T120,NA,Agrostistachys borneensis,NA,Th,0.30533333333333335,3
SG01,SG01_HR,A63T121,NA,Elaeocarpus mastersii,NA,Area_mm2,1517.796253221995,4
SG01,SG01_HR,A63T121,NA,Elaeocarpus mastersii,NA,LDMC,0.45660844520759064,4
SG01,SG01_HR,A63T121,NA,Elaeocarpus mastersii,NA,SLA,11.679437288508497,4
SG01,SG01_HR,A63T121,NA,Elaeocarpus mastersii,NA,Th,0.1765,4
SG01,SG01_HR,A63T124,NA,Litsea elliptica,NA,Area_mm2,6256.811882469875,1
SG01,SG01_HR,A63T124,NA,Litsea elliptica,NA,LDMC,0.39438788604671066,1
SG01,SG01_HR,A63T124,NA,Litsea elliptica,NA,SLA,13.572260048741594,1
SG01,SG01_HR,A63T124,NA,Litsea elliptica,NA,Th,0.213,1
SG01,SG01_HR,A63T128,NA,Syzygium filiforme,NA,Area_mm2,1302.2052857504552,3
SG01,SG01_HR,A63T128,NA,Syzygium filiforme,NA,LDMC,0.6145604458311025,3
SG01,SG01_HR,A63T128,NA,Syzygium filiforme,NA,SLA,8.501133497195484,3
SG01,SG01_HR,A63T128,NA,Syzygium filiforme,NA,Th,0.205,3
SG01,SG01_HR,A63T141,NA,Syzygium filiforme,NA,Th,0.20400000000000001,3
SG01,SG01_HR,A63T143,NA,Archidendron clypearia,NA,Area_mm2,52941.18463764709,3
SG01,SG01_HR,A63T143,NA,Archidendron clypearia,NA,LDMC,0.38307054838128296,3
SG01,SG01_HR,A63T143,NA,Archidendron clypearia,NA,SLA,12.72772931944938,3
SG01,SG01_HR,A63T143,NA,Archidendron clypearia,NA,Th,0.21133333333333335,3
SG01,SG01_HR,A63T147,NA,Gironniera subaequalis,NA,Area_mm2,13789.7884814078,3
SG01,SG01_HR,A63T147,NA,Gironniera subaequalis,NA,LDMC,0.2817051134033009,3
SG01,SG01_HR,A63T147,NA,Gironniera subaequalis,NA,SLA,12.040460809743932,3
SG01,SG01_HR,A63T147,NA,Gironniera subaequalis,NA,Th,0.3576666666666667,3
SG01,SG01_HR,A63T16,NA,Syzygium filiforme,NA,Area_mm2,1586.2094977737006,6
SG01,SG01_HR,A63T16,NA,Syzygium filiforme,NA,LDMC,0.46836121109467443,6
SG01,SG01_HR,A63T16,NA,Syzygium filiforme,NA,SLA,11.51910729605313,6
SG01,SG01_HR,A63T16,NA,Syzygium filiforme,NA,Th,0.18483333333333335,6
SG01,SG01_HR,A63T19,NA,Syzygium filiforme,NA,Area_mm2,1610.7805359395065,3
SG01,SG01_HR,A63T19,NA,Syzygium filiforme,NA,LDMC,0.4694402679225882,3
SG01,SG01_HR,A63T19,NA,Syzygium filiforme,NA,SLA,8.874117816951072,3
SG01,SG01_HR,A63T19,NA,Syzygium filiforme,NA,Th,0.24,3
SG01,SG01_HR,A63T2,NA,Syzygium filiforme,NA,Area_mm2,1351.3449726005767,3
SG01,SG01_HR,A63T2,NA,Syzygium filiforme,NA,LDMC,0.5507422435195215,2
SG01,SG01_HR,A63T2,NA,Syzygium filiforme,NA,SLA,8.6001749004818,2
SG01,SG01_HR,A63T2,NA,Syzygium filiforme,NA,Th,0.20033333333333334,3
SG01,SG01_HR,A63T31,NA,Gironniera nervosa,NA,Area_mm2,4911.0678544828015,3
SG01,SG01_HR,A63T31,NA,Gironniera nervosa,NA,LDMC,0.3039693278407101,3
SG01,SG01_HR,A63T31,NA,Gironniera nervosa,NA,SLA,16.034700250250403,3
SG01,SG01_HR,A63T31,NA,Gironniera nervosa,NA,Th,0.28099999999999997,3
SG01,SG01_HR,A63T39,NA,Syzygium filiforme,NA,Area_mm2,2496.532650653722,2
SG01,SG01_HR,A63T39,NA,Syzygium filiforme,NA,LDMC,0.43253007628479245,2
SG01,SG01_HR,A63T39,NA,Syzygium filiforme,NA,SLA,13.637605196868076,2
SG01,SG01_HR,A63T39,NA,Syzygium filiforme,NA,Th,0.238,2
SG01,SG01_HR,A63T41,NA,Syzygium filiforme,NA,Area_mm2,1438.8047741122787,3
SG01,SG01_HR,A63T41,NA,Syzygium filiforme,NA,LDMC,0.4503324968791551,3
SG01,SG01_HR,A63T41,NA,Syzygium filiforme,NA,SLA,10.071644465048939,3
SG01,SG01_HR,A63T45,NA,Timonius wallichianus,NA,Area_mm2,5656.091456819779,3
SG01,SG01_HR,A63T45,NA,Timonius wallichianus,NA,LDMC,0.30943084809353494,3
SG01,SG01_HR,A63T45,NA,Timonius wallichianus,NA,SLA,14.610009396611046,3
SG01,SG01_HR,A63T45,NA,Timonius wallichianus,NA,Th,0.18033333333333332,3
SG01,SG01_HR,A63T52,NA,Syzygium filiforme,NA,Area_mm2,1656.4841484064298,2
SG01,SG01_HR,A63T52,NA,Syzygium filiforme,NA,LDMC,0.3903999290604467,2
SG01,SG01_HR,A63T52,NA,Syzygium filiforme,NA,SLA,11.335881427392302,2
SG01,SG01_HR,A63T52,NA,Syzygium filiforme,NA,Th,0.199,1
SG01,SG01_HR,A63T64,NA,Litsea elliptica,NA,Area_mm2,8226.066015821758,2
SG01,SG01_HR,A63T64,NA,Litsea elliptica,NA,LDMC,0.3729034903890357,2
SG01,SG01_HR,A63T64,NA,Litsea elliptica,NA,SLA,18.035900155440608,2
SG01,SG01_HR,A63T64,NA,Litsea elliptica,NA,Th,0.20700000000000002,2
SG01,SG01_HR,A63T66,NA,Melastoma malabathricum,NA,Area_mm2,1566.60141266346,3
SG01,SG01_HR,A63T66,NA,Melastoma malabathricum,NA,LDMC,0.28172875563835936,3
SG01,SG01_HR,A63T66,NA,Melastoma malabathricum,NA,SLA,18.017659909578946,3
SG01,SG01_HR,A63T66,NA,Melastoma malabathricum,NA,Th,0.237,2
SG01,SG01_HR,A63T80,NA,Elaeocarpus salicifolius,NA,Area_mm2,1970.0605833548927,2
SG01,SG01_HR,A63T80,NA,Elaeocarpus salicifolius,NA,LDMC,0.40205982109324573,2
SG01,SG01_HR,A63T80,NA,Elaeocarpus salicifolius,NA,SLA,15.78613333601798,2
SG01,SG01_HR,A63T80,NA,Elaeocarpus salicifolius,NA,Th,0.1675,2
SG01,SG01_HR,A63T86,NA,Palaquium obovatum,NA,Area_mm2,5516.337852890624,3
SG01,SG01_HR,A63T86,NA,Palaquium obovatum,NA,LDMC,0.4166030425211441,3
SG01,SG01_HR,A63T86,NA,Palaquium obovatum,NA,SLA,9.694396223639579,3
SG01,SG01_HR,A63T86,NA,Palaquium obovatum,NA,Th,0.2753333333333333,3
SG01,SG01_HR,A63T86*,NA,Palaquium obovatum,NA,Area_mm2,5393.5543465063065,3
SG01,SG01_HR,A63T86*,NA,Palaquium obovatum,NA,LDMC,0.1507858454998754,3
SG01,SG01_HR,A63T86*,NA,Palaquium obovatum,NA,SLA,23.903338308481324,3
SG01,SG01_HR,A63T86*,NA,Palaquium obovatum,NA,Th,0.2733333333333334,3
SG01,SG01_HR,A63T90,NA,Cratoxylum arborescens,NA,Area_mm2,6427.571398218489,3
SG01,SG01_HR,A63T90,NA,Cratoxylum arborescens,NA,LDMC,0.2711968355362355,3
SG01,SG01_HR,A63T90,NA,Cratoxylum arborescens,NA,SLA,17.560502145278072,3
SG01,SG01_HR,A63T90,NA,Cratoxylum arborescens,NA,Th,0.23333333333333334,3
SG01,SG01_HR,A63T93,NA,Archidendron clypearia,NA,Area_mm2,42648.605423369605,3
SG01,SG01_HR,A63T93,NA,Archidendron clypearia,NA,LDMC,0.3533740035534187,3
SG01,SG01_HR,A63T93,NA,Archidendron clypearia,NA,SLA,15.475647236874336,3
SG01,SG01_HR,A63T93,NA,Archidendron clypearia,NA,Th,0.22633333333333333,3
SG01,SG01_HR,A63TAnodendron.candolleanum,NA,Anodendron candolleanum,NA,Area_mm2,4728.49474224564,3
SG01,SG01_HR,A63TAnodendron.candolleanum,NA,Anodendron candolleanum,NA,LDMC,0.2882807180108833,3
SG01,SG01_HR,A63TAnodendron.candolleanum,NA,Anodendron candolleanum,NA,SLA,13.362620431863375,3
SG01,SG01_HR,A63TAnodendron.candolleanum,NA,Anodendron candolleanum,NA,Th,0.23833333333333334,3
SG01,SG01_HR,A63TClidemia,NA,Clidemia hirta,NA,Area_mm2,3669.0464390311063,3
SG01,SG01_HR,A63TClidemia,NA,Clidemia hirta,NA,LDMC,0.23396311390387237,3
SG01,SG01_HR,A63TClidemia,NA,Clidemia hirta,NA,SLA,39.01521939316809,3
SG01,SG01_HR,A63TClidemia,NA,Clidemia hirta,NA,Th,0.23566666666666666,3
SG01,SG01_HR,A63TClydemia,NA,Clidemia hirta,NA,Area_mm2,4242.039321466576,3
SG01,SG01_HR,A63TClydemia,NA,Clidemia hirta,NA,LDMC,0.31154468063275687,3
SG01,SG01_HR,A63TClydemia,NA,Clidemia hirta,NA,SLA,34.821185308958334,3
SG01,SG01_HR,A63TClydemia,NA,Clidemia hirta,NA,Th,0.233,1
SG01,SG01_HR,A63TLi-scan,NA,Limacia scandens,NA,Area_mm2,11170.854641408227,3
SG01,SG01_HR,A63TLi-scan,NA,Limacia scandens,NA,LDMC,0.3823559633997247,3
SG01,SG01_HR,A63TLi-scan,NA,Limacia scandens,NA,SLA,19.348390614054345,3
SG01,SG01_HR,A63TLi-scan,NA,Limacia scandens,NA,Th,0.24,3
SG01,SG01_HR,A63TRorea f,NA,Rourea fulgens,NA,Area_mm2,7441.557426596629,3
SG01,SG01_HR,A63TRorea f,NA,Rourea fulgens,NA,LDMC,0.4283363413918076,3
SG01,SG01_HR,A63TRorea f,NA,Rourea fulgens,NA,SLA,24.537219251027324,3
SG01,SG01_HR,A63TRorea f,NA,Rourea fulgens,NA,Th,0.17666666666666667,3
SG01,SG01_HR,A63TRorea-2,NA,Rourea fulgens,NA,Area_mm2,6795.215825591027,2
SG01,SG01_HR,A63TRorea-2,NA,Rourea fulgens,NA,LDMC,0.32524359435231526,2
SG01,SG01_HR,A63TRorea-2,NA,Rourea fulgens,NA,SLA,25.833292255042803,2
SG01,SG01_HR,A63TRorea-2,NA,Rourea fulgens,NA,Th,0.17149999999999999,2
SG01,SG01_HR,A63TRorea-3,NA,Rourea fulgens,NA,Area_mm2,5098.443824515672,3
SG01,SG01_HR,A63TRorea-3,NA,Rourea fulgens,NA,LDMC,0.4396546403244879,3
SG01,SG01_HR,A63TRorea-3,NA,Rourea fulgens,NA,SLA,14.145131153027727,3
SG01,SG01_HR,A63TRorea-3,NA,Rourea fulgens,NA,Th,0.22933333333333333,3
SG01,SG01_HR,A63TSmilax.megacarpa,NA,Smilax megacarpa,NA,Area_mm2,15268.9205346336,3
SG01,SG01_HR,A63TSmilax.megacarpa,NA,Smilax megacarpa,NA,LDMC,0.29590265897449397,3
SG01,SG01_HR,A63TSmilax.megacarpa,NA,Smilax megacarpa,NA,SLA,10.538830038333538,3
SG01,SG01_HR,A63TSmilax.megacarpa,NA,Smilax megacarpa,NA,Th,0.327,3
SG01,SG01_HR,A63TSwollen pulvinus vine,NA,Spatholobus ridleyi,NA,Area_mm2,16259.210075071422,3
SG01,SG01_HR,A63TSwollen pulvinus vine,NA,Spatholobus ridleyi,NA,LDMC,0.39207811331475406,3
SG01,SG01_HR,A63TSwollen pulvinus vine,NA,Spatholobus ridleyi,NA,SLA,14.546596770404129,3
SG01,SG01_HR,A63TSwollen pulvinus vine,NA,Spatholobus ridleyi,NA,Th,0.18033333333333332,3
SG01,SG01_HR,A63Tno tag - 1,NA,NO IDEA,NA,Area_mm2,5747.207165011795,3
SG01,SG01_HR,A63Tno tag - 1,NA,NO IDEA,NA,LDMC,0.37168888895149865,2
SG01,SG01_HR,A63Tno tag - 1,NA,NO IDEA,NA,SLA,11.750866816515515,2
SG01,SG01_HR,A63Tno tag - 1,NA,NO IDEA,NA,Th,0.21666666666666667,3
SG01,SG01_HR,A63Tsilverback,NA,Rhodamnia cinerea,NA,Area_mm2,5233.750603391187,3
SG01,SG01_HR,A63Tsilverback,NA,Rhodamnia cinerea,NA,LDMC,0.4795613885423031,3
SG01,SG01_HR,A63Tsilverback,NA,Rhodamnia cinerea,NA,SLA,8.651806033002044,3
SG01,SG01_HR,A63Tsilverback,NA,Rhodamnia cinerea,NA,Th,0.253,3
SG01,SG01_HR,B10T37,NA,Ochanostachys amentacea,NA,Area_mm2,6129.031970289127,3
SG01,SG01_HR,B10T37,NA,Ochanostachys amentacea,NA,LDMC,0.4635640276036797,3
SG01,SG01_HR,B10T37,NA,Ochanostachys amentacea,NA,SLA,14.596749623991837,3
SG01,SG01_HR,B10T37,NA,Ochanostachys amentacea,NA,Th,0.14766666666666667,3
SG01,SG01_HR,B10T71,NA,Litsea accedens,NA,Area_mm2,6253.875209718171,3
SG01,SG01_HR,B10T71,NA,Litsea accedens,NA,LDMC,0.363719182459504,3
SG01,SG01_HR,B10T71,NA,Litsea accedens,NA,SLA,16.450367894087176,3
SG01,SG01_HR,B10T71,NA,Litsea accedens,NA,Th,0.22433333333333333,3
SG01,SG01_HR,B13T32,NA,Sterculia rubigniosa,NA,Area_mm2,10049.578504629539,2
SG01,SG01_HR,B13T32,NA,Sterculia rubigniosa,NA,LDMC,0.3714329291298347,3
SG01,SG01_HR,B13T32,NA,Sterculia rubigniosa,NA,PL,20.773333594332446,2
SG01,SG01_HR,B13T32,NA,Sterculia rubigniosa,NA,SLA,19.49842879005415,2
SG01,SG01_HR,B13T32,NA,Sterculia rubigniosa,NA,Th,0.2613333333333333,3
SG01,SG01_HR,D12T101,NA,Clerodendrum laevifolium,NA,Area_mm2,3377.0273087186797,4
SG01,SG01_HR,D12T101,NA,Clerodendrum laevifolium,NA,LDMC,0.17198629276829852,4
SG01,SG01_HR,D12T101,NA,Clerodendrum laevifolium,NA,SLA,57.497516496534345,4
SG01,SG01_HR,D12T101,NA,Clerodendrum laevifolium,NA,Th,0.10075,4
SG01,SG01_HR,D12T17,NA,Canarium pilosum,NA,Area_mm2,92953.46318524849,2
SG01,SG01_HR,D12T17,NA,Canarium pilosum,NA,LDMC,0.40747665010039413,2
SG01,SG01_HR,D12T17,NA,Canarium pilosum,NA,SLA,16.935661226125987,2
SG01,SG01_HR,D12T17,NA,Canarium pilosum,NA,Th,0.2,2
SG01,SG01_HR,D12T22,NA,Castanopsis wallichii,NA,Area_mm2,1740.911697906811,3
SG01,SG01_HR,D12T22,NA,Castanopsis wallichii,NA,LDMC,0.5049194426198321,3
SG01,SG01_HR,D12T22,NA,Castanopsis wallichii,NA,SLA,11.286708784462672,3
SG01,SG01_HR,D12T22,NA,Castanopsis wallichii,NA,Th,0.22633333333333333,3
SG01,SG01_HR,D12T25,NA,Arthrophyllum diversifolium,NA,Area_mm2,142925.23200632827,3
SG01,SG01_HR,D12T25,NA,Arthrophyllum diversifolium,NA,LDMC,0.266485963288478,3
SG01,SG01_HR,D12T25,NA,Arthrophyllum diversifolium,NA,SLA,16.849311235597828,3
SG01,SG01_HR,D12T25,NA,Arthrophyllum diversifolium,NA,Th,0.23233333333333334,3
SG01,SG01_HR,D12T28,NA,Nothaphoebe umbelliblora,NA,Area_mm2,2541.99349180122,5
SG01,SG01_HR,D12T28,NA,Nothaphoebe umbelliblora,NA,LDMC,0.4102073290726976,5
SG01,SG01_HR,D12T28,NA,Nothaphoebe umbelliblora,NA,SLA,9.745800528893861,5
SG01,SG01_HR,D12T28,NA,Nothaphoebe umbelliblora,NA,Th,0.2344,5
SG01,SG01_HR,D12T4,NA,Knema communis,NA,Area_mm2,8273.93091429675,3
SG01,SG01_HR,D12T4,NA,Knema communis,NA,LDMC,0.4506964192903827,3
SG01,SG01_HR,D12T4,NA,Knema communis,NA,SLA,11.183377959551793,3
SG01,SG01_HR,D12T4,NA,Knema communis,NA,Th,0.17933333333333334,3
SG01,SG01_HR,D12T61,NA,Timonius flavescens,NA,Area_mm2,3570.8291918496143,3
SG01,SG01_HR,D12T61,NA,Timonius flavescens,NA,LDMC,0.33548561854754877,3
SG01,SG01_HR,D12T61,NA,Timonius flavescens,NA,SLA,11.877569143229882,3
SG01,SG01_HR,D12T61,NA,Timonius flavescens,NA,Th,0.22999999999999998,3
SG01,SG01_HR,D12T76,NA,Carallia brachiata,NA,Area_mm2,3120.2482514267044,4
SG01,SG01_HR,D12T76,NA,Carallia brachiata,NA,LDMC,0.2838791122807759,4
SG01,SG01_HR,D12T76,NA,Carallia brachiata,NA,SLA,17.3886086667249,4
SG01,SG01_HR,D12T76,NA,Carallia brachiata,NA,Th,0.22425,4
SG01,SG01_HR,D12T8,NA,Horsfieldia polyspherula,NA,Area_mm2,6559.891325231001,3
SG01,SG01_HR,D12T8,NA,Horsfieldia polyspherula,NA,LDMC,0.2517428672914112,3
SG01,SG01_HR,D12T8,NA,Horsfieldia polyspherula,NA,SLA,16.85500853716266,3
SG01,SG01_HR,D12T8,NA,Horsfieldia polyspherula,NA,Th,0.227,3
SG01,SG01_HR,D13T16,NA,Syzygium filiforme,NA,Area_mm2,1330.2052298549886,3
SG01,SG01_HR,D13T16,NA,Syzygium filiforme,NA,LDMC,0.40370457660718545,3
SG01,SG01_HR,D13T16,NA,Syzygium filiforme,NA,SLA,12.657067013124646,3
SG01,SG01_HR,D13T16,NA,Syzygium filiforme,NA,Th,0.192,3
SG01,SG01_HR,D13T18,NA,Gynotroches axillaris,NA,Area_mm2,2612.324534197123,3
SG01,SG01_HR,D13T18,NA,Gynotroches axillaris,NA,LDMC,0.30164488881001433,3
SG01,SG01_HR,D13T18,NA,Gynotroches axillaris,NA,SLA,13.097886519446499,3
SG01,SG01_HR,D13T18,NA,Gynotroches axillaris,NA,Th,0.29866666666666664,3
SG01,SG01_HR,D13T19,NA,Syzygium filiforme,NA,Area_mm2,1475.4450832861062,3
SG01,SG01_HR,D13T19,NA,Syzygium filiforme,NA,LDMC,0.38895475483961217,3
SG01,SG01_HR,D13T19,NA,Syzygium filiforme,NA,SLA,12.790286022360078,3
SG01,SG01_HR,D13T19,NA,Syzygium filiforme,NA,Th,0.18133333333333335,3
SG01,SG01_HR,D13T2,NA,Dasymaschalon dasymaschalum,NA,Area_mm2,6474.178234688783,3
SG01,SG01_HR,D13T2,NA,Dasymaschalon dasymaschalum,NA,LDMC,0.49168665763937563,3
SG01,SG01_HR,D13T2,NA,Dasymaschalon dasymaschalum,NA,SLA,12.78166182294534,3
SG01,SG01_HR,D13T2,NA,Dasymaschalon dasymaschalum,NA,Th,0.16066666666666665,3
SG01,SG01_HR,D13T21,NA,Gynotroches axillaris,NA,Area_mm2,6310.763985041666,3
SG01,SG01_HR,D13T21,NA,Gynotroches axillaris,NA,LDMC,0.2406387977420237,3
SG01,SG01_HR,D13T21,NA,Gynotroches axillaris,NA,SLA,13.616101089125221,3
SG01,SG01_HR,D13T21,NA,Gynotroches axillaris,NA,Th,0.29433333333333334,3
SG01,SG01_HR,D13T24,NA,Gynotroches axillaris,NA,Area_mm2,6906.258614672254,3
SG01,SG01_HR,D13T24,NA,Gynotroches axillaris,NA,LDMC,0.3200069505246919,3
SG01,SG01_HR,D13T24,NA,Gynotroches axillaris,NA,SLA,7.156403622381182,3
SG01,SG01_HR,D13T24,NA,Gynotroches axillaris,NA,Th,0.49233333333333335,3
SG01,SG01_HR,D13T25,NA,Gynotroches axillaris,NA,Area_mm2,7987.23375663382,3
SG01,SG01_HR,D13T25,NA,Gynotroches axillaris,NA,LDMC,0.31921646816454563,3
SG01,SG01_HR,D13T25,NA,Gynotroches axillaris,NA,SLA,8.232355873796136,3
SG01,SG01_HR,D13T25,NA,Gynotroches axillaris,NA,Th,0.422,3
SG01,SG01_HR,D13T26,NA,Syzygium filiforme,NA,Area_mm2,2343.087317784563,3
