Dataset1,Dataset2,IID,SID,OrgName,AccName,Trait,OrgVal,n
SG06,NA,AGLDUD2,NA,Agalonema dud unyamanee,NA,LDMC,0.123508475832804,5
SG06,NA,AGLDUD2,NA,Agalonema dud unyamanee,NA,SC,44.94,5
SG06,NA,AGLDUD2,NA,Agalonema dud unyamanee,NA,SLA,28.419860927699325,5
SG06,NA,AGLDUD2,NA,Agalonema dud unyamanee,NA,Th,0.24780000000000002,5
SG06,NA,AGLDUD3,NA,Agalonema dud unyamanee,NA,Area_mm2,11174.32464642859,5
SG06,NA,AGLDUD3,NA,Agalonema dud unyamanee,NA,LDMC,0.12036296686530946,5
SG06,NA,AGLDUD3,NA,Agalonema dud unyamanee,NA,SC,60.7,5
SG06,NA,AGLDUD3,NA,Agalonema dud unyamanee,NA,SLA,28.047087485320194,5
SG06,NA,AGLDUD3,NA,Agalonema dud unyamanee,NA,Th,0.2626,5
SG06,NA,AGLDUD4,NA,Agalonema dud unyamanee,NA,Area_mm2,9728.164092496258,5
SG06,NA,AGLDUD4,NA,Agalonema dud unyamanee,NA,LDMC,0.11581113843412116,5
SG06,NA,AGLDUD4,NA,Agalonema dud unyamanee,NA,SC,69.72,5
SG06,NA,AGLDUD4,NA,Agalonema dud unyamanee,NA,SLA,29.909878935158797,5
SG06,NA,AGLDUD4,NA,Agalonema dud unyamanee,NA,Th,0.2494,5
SG06,NA,AGLDUD5,NA,Agalonema dud unyamanee,NA,Area_mm2,8670.868712104577,5
SG06,NA,AGLDUD5,NA,Agalonema dud unyamanee,NA,LDMC,0.11752555430372372,5
SG06,NA,AGLDUD5,NA,Agalonema dud unyamanee,NA,SC,106.32,5
SG06,NA,AGLDUD5,NA,Agalonema dud unyamanee,NA,SLA,28.692297908489465,5
SG06,NA,AGLDUD5,NA,Agalonema dud unyamanee,NA,Th,0.2628,5
SG06,NA,AGLNIT1,NA,Aglaonema nitidum 'Silver Queen',NA,Area_mm2,8164.640331992435,5
SG06,NA,AGLNIT1,NA,Aglaonema nitidum 'Silver Queen',NA,LDMC,0.14480075892638897,5
SG06,NA,AGLNIT1,NA,Aglaonema nitidum 'Silver Queen',NA,SC,54.64,5
SG06,NA,AGLNIT1,NA,Aglaonema nitidum 'Silver Queen',NA,SLA,19.797967259101252,5
SG06,NA,AGLNIT1,NA,Aglaonema nitidum 'Silver Queen',NA,Th,0.2792,5
SG06,NA,AGLNIT2,NA,Aglaonema nitidum 'Silver Queen',NA,Area_mm2,10869.042101733312,5
SG06,NA,AGLNIT2,NA,Aglaonema nitidum 'Silver Queen',NA,LDMC,0.15419079117873402,5
SG06,NA,AGLNIT2,NA,Aglaonema nitidum 'Silver Queen',NA,SC,47.699999999999996,5
SG06,NA,AGLNIT2,NA,Aglaonema nitidum 'Silver Queen',NA,SLA,19.313712922200253,5
SG06,NA,AGLNIT2,NA,Aglaonema nitidum 'Silver Queen',NA,Th,0.30119999999999997,5
SG06,NA,AGLNIT3,NA,Aglaonema nitidum 'Silver Queen',NA,Area_mm2,11277.83555090392,5
SG06,NA,AGLNIT3,NA,Aglaonema nitidum 'Silver Queen',NA,LDMC,0.14025282971753253,5
SG06,NA,AGLNIT3,NA,Aglaonema nitidum 'Silver Queen',NA,SC,47.34,5
SG06,NA,AGLNIT3,NA,Aglaonema nitidum 'Silver Queen',NA,SLA,23.800601115057038,5
SG06,NA,AGLNIT3,NA,Aglaonema nitidum 'Silver Queen',NA,Th,0.2706,5
SG06,NA,AGLNIT4,NA,Aglaonema nitidum 'Silver Queen',NA,Area_mm2,11900.343268783505,5
SG06,NA,AGLNIT4,NA,Aglaonema nitidum 'Silver Queen',NA,LDMC,0.13626806775156788,5
SG06,NA,AGLNIT4,NA,Aglaonema nitidum 'Silver Queen',NA,SC,43.76,5
SG06,NA,AGLNIT4,NA,Aglaonema nitidum 'Silver Queen',NA,SLA,22.83751714748506,5
SG06,NA,AGLNIT4,NA,Aglaonema nitidum 'Silver Queen',NA,Th,0.2886,5
SG06,NA,AGLNIT5,NA,Aglaonema nitidum 'Silver Queen',NA,Area_mm2,8638.844403273908,5
SG06,NA,AGLNIT5,NA,Aglaonema nitidum 'Silver Queen',NA,LDMC,0.1313075077151358,5
SG06,NA,AGLNIT5,NA,Aglaonema nitidum 'Silver Queen',NA,SC,28.2,5
SG06,NA,AGLNIT5,NA,Aglaonema nitidum 'Silver Queen',NA,SLA,26.620066627617888,5
SG06,NA,AGLNIT5,NA,Aglaonema nitidum 'Silver Queen',NA,Th,0.2654,5
SG06,NA,ALOSP1,NA,Alocasia sp.,NA,Area_mm2,142236.74114657272,1
SG06,NA,ALOSP1,NA,Alocasia sp.,NA,LDMC,0.12731736222805384,1
SG06,NA,ALOSP1,NA,Alocasia sp.,NA,SC,259.7,1
SG06,NA,ALOSP1,NA,Alocasia sp.,NA,SLA,23.643075323565945,1
SG06,NA,ALOSP1,NA,Alocasia sp.,NA,Th,0.203,1
SG06,NA,ALOSP2,NA,Alocasia sp.,NA,Area_mm2,340212.9050723504,1
SG06,NA,ALOSP2,NA,Alocasia sp.,NA,LDMC,0.10653267135170572,1
SG06,NA,ALOSP2,NA,Alocasia sp.,NA,SC,100.9,1
SG06,NA,ALOSP2,NA,Alocasia sp.,NA,SLA,25.53192533375988,1
SG06,NA,ALOSP2,NA,Alocasia sp.,NA,Th,0.217,1
SG06,NA,ALOSP3,NA,Alocasia sp.,NA,Area_mm2,200285.7220392889,1
SG06,NA,ALOSP3,NA,Alocasia sp.,NA,LDMC,0.13810826494238582,1
SG06,NA,ALOSP3,NA,Alocasia sp.,NA,SC,207.7,1
SG06,NA,ALOSP3,NA,Alocasia sp.,NA,SLA,20.036586838664356,1
SG06,NA,ALOSP3,NA,Alocasia sp.,NA,Th,0.217,1
SG06,NA,ALOSP4,NA,Alocasia sp.,NA,Area_mm2,150775.51979978418,1
SG06,NA,ALOSP4,NA,Alocasia sp.,NA,LDMC,0.13409007013658178,1
SG06,NA,ALOSP4,NA,Alocasia sp.,NA,SC,132.3,1
SG06,NA,ALOSP4,NA,Alocasia sp.,NA,SLA,25.94210595316314,1
SG06,NA,ALOSP4,NA,Alocasia sp.,NA,Th,0.193,1
SG06,NA,ALOSP5,NA,Alocasia sp.,NA,Area_mm2,218096.0018973362,1
SG06,NA,ALOSP5,NA,Alocasia sp.,NA,LDMC,0.12311228795065034,1
SG06,NA,ALOSP5,NA,Alocasia sp.,NA,SC,114.7,1
SG06,NA,ALOSP5,NA,Alocasia sp.,NA,SLA,25.773576210982768,1
SG06,NA,ALOSP5,NA,Alocasia sp.,NA,Th,0.197,1
SG06,NA,ARDELL1,NA,Ardisia elliptica,NA,Area_mm2,3925.5219126997263,5
SG06,NA,ARDELL1,NA,Ardisia elliptica,NA,LDMC,0.272771790626762,5
SG06,NA,ARDELL1,NA,Ardisia elliptica,NA,SC,49.92,5
SG06,NA,ARDELL1,NA,Ardisia elliptica,NA,SLA,10.490646019931997,5
SG06,NA,ARDELL1,NA,Ardisia elliptica,NA,Th,0.35719999999999996,5
SG06,NA,ARDELL2,NA,Ardisia elliptica,NA,Area_mm2,3383.577474854245,5
SG06,NA,ARDELL2,NA,Ardisia elliptica,NA,LDMC,0.24954424080009707,5
SG06,NA,ARDELL2,NA,Ardisia elliptica,NA,SC,42.36,5
SG06,NA,ARDELL2,NA,Ardisia elliptica,NA,SLA,13.23557696840254,5
SG06,NA,ARDELL2,NA,Ardisia elliptica,NA,Th,0.3174,5
SG06,NA,ARDELL3,NA,Ardisia elliptica,NA,Area_mm2,3510.784389373595,5
SG06,NA,ARDELL3,NA,Ardisia elliptica,NA,LDMC,0.27364357593001093,5
SG06,NA,ARDELL3,NA,Ardisia elliptica,NA,SC,45.64,5
SG06,NA,ARDELL3,NA,Ardisia elliptica,NA,SLA,11.054801749061639,5
SG06,NA,ARDELL3,NA,Ardisia elliptica,NA,Th,0.332,5
SG06,NA,ARDELL4,NA,Ardisia elliptica,NA,Area_mm2,4860.3257813452165,5
SG06,NA,ARDELL4,NA,Ardisia elliptica,NA,LDMC,0.2548405657010018,5
SG06,NA,ARDELL4,NA,Ardisia elliptica,NA,SC,77.62,5
SG06,NA,ARDELL4,NA,Ardisia elliptica,NA,SLA,10.610431899377675,5
SG06,NA,ARDELL4,NA,Ardisia elliptica,NA,Th,0.3702,5
SG06,NA,ARDELL5,NA,Ardisia elliptica,NA,Area_mm2,4485.791761991401,5
SG06,NA,ARDELL5,NA,Ardisia elliptica,NA,LDMC,0.2534409165279214,5
SG06,NA,ARDELL5,NA,Ardisia elliptica,NA,SC,40.4,5
SG06,NA,ARDELL5,NA,Ardisia elliptica,NA,SLA,10.785481326777937,5
SG06,NA,ARDELL5,NA,Ardisia elliptica,NA,Th,0.358,5
SG06,NA,COSWOO1,NA,Costus woodsonii,NA,Area_mm2,9241.516318457216,10
SG06,NA,COSWOO1,NA,Costus woodsonii,NA,LDMC,0.14115517523095186,10
SG06,NA,COSWOO1,NA,Costus woodsonii,NA,SC,93.97,10
SG06,NA,COSWOO1,NA,Costus woodsonii,NA,SLA,13.69084484372571,10
SG06,NA,COSWOO1,NA,Costus woodsonii,NA,Th,0.4567,10
SG06,NA,COSWOO2,NA,Costus woodsonii,NA,Area_mm2,9979.43025756765,10
SG06,NA,COSWOO2,NA,Costus woodsonii,NA,LDMC,0.1472324531980985,10
SG06,NA,COSWOO2,NA,Costus woodsonii,NA,SC,193.42000000000002,10
SG06,NA,COSWOO2,NA,Costus woodsonii,NA,SLA,13.882886730896834,10
SG06,NA,COSWOO2,NA,Costus woodsonii,NA,Th,0.473,10
SG06,NA,COSWOO3,NA,Costus woodsonii,NA,Area_mm2,9485.713680435552,10
SG06,NA,COSWOO3,NA,Costus woodsonii,NA,LDMC,0.1513968908510999,10
SG06,NA,COSWOO3,NA,Costus woodsonii,NA,SC,222.41,10
SG06,NA,COSWOO3,NA,Costus woodsonii,NA,SLA,13.847658398033353,10
SG06,NA,COSWOO3,NA,Costus woodsonii,NA,Th,0.4719,10
SG06,NA,COSWOO4,NA,Costus woodsonii,NA,Area_mm2,12379.952347196266,10
SG06,NA,COSWOO4,NA,Costus woodsonii,NA,LDMC,0.14225930178117038,10
SG06,NA,COSWOO4,NA,Costus woodsonii,NA,SC,232.47,10
SG06,NA,COSWOO4,NA,Costus woodsonii,NA,SLA,13.847910205324315,10
SG06,NA,COSWOO4,NA,Costus woodsonii,NA,Th,0.521,10
SG06,NA,COSWOO5,NA,Costus woodsonii,NA,Area_mm2,10778.379200283727,10
SG06,NA,COSWOO5,NA,Costus woodsonii,NA,LDMC,0.11763308383395923,10
SG06,NA,COSWOO5,NA,Costus woodsonii,NA,SC,136.54,10
SG06,NA,COSWOO5,NA,Costus woodsonii,NA,SLA,35.76450420981821,10
SG06,NA,COSWOO5,NA,Costus woodsonii,NA,Th,0.4942,10
SG06,NA,COSWOO6,NA,Costus woodsonii,NA,Area_mm2,10866.058595144395,5
SG06,NA,COSWOO6,NA,Costus woodsonii,NA,LDMC,0.08931241308464362,5
SG06,NA,COSWOO6,NA,Costus woodsonii,NA,SC,100.86,5
SG06,NA,COSWOO6,NA,Costus woodsonii,NA,SLA,22.569394763865294,5
SG06,NA,COSWOO6,NA,Costus woodsonii,NA,Th,0.49620000000000003,5
SG06,NA,DIETRO1,NA,Dieffenbachia 'Tropic Rain',NA,Area_mm2,47416.46926265112,3
SG06,NA,DIETRO1,NA,Dieffenbachia 'Tropic Rain',NA,LDMC,0.1255780614570105,3
SG06,NA,DIETRO1,NA,Dieffenbachia 'Tropic Rain',NA,SC,31.766666666666666,3
SG06,NA,DIETRO1,NA,Dieffenbachia 'Tropic Rain',NA,SLA,16.174403471261616,3
SG06,NA,DIETRO1,NA,Dieffenbachia 'Tropic Rain',NA,Th,0.23533333333333334,3
SG06,NA,DIETRO2,NA,Dieffenbachia 'Tropic Rain',NA,Area_mm2,41676.87020670476,3
SG06,NA,DIETRO2,NA,Dieffenbachia 'Tropic Rain',NA,LDMC,0.12806560315165247,3
SG06,NA,DIETRO2,NA,Dieffenbachia 'Tropic Rain',NA,SC,27.9,3
SG06,NA,DIETRO2,NA,Dieffenbachia 'Tropic Rain',NA,SLA,16.779724221118624,3
SG06,NA,DIETRO2,NA,Dieffenbachia 'Tropic Rain',NA,Th,0.24766666666666667,3
SG06,NA,DIETRO3,NA,Dieffenbachia 'Tropic Rain',NA,Area_mm2,52178.235145169114,3
SG06,NA,DIETRO3,NA,Dieffenbachia 'Tropic Rain',NA,LDMC,0.13309916754481094,3
SG06,NA,DIETRO3,NA,Dieffenbachia 'Tropic Rain',NA,SC,48.333333333333336,3
SG06,NA,DIETRO3,NA,Dieffenbachia 'Tropic Rain',NA,SLA,13.380379963932848,3
SG06,NA,DIETRO3,NA,Dieffenbachia 'Tropic Rain',NA,Th,0.25333333333333335,3
SG06,NA,DIETRO4,NA,Dieffenbachia 'Tropic Rain',NA,Area_mm2,41675.82122433047,3
SG06,NA,DIETRO4,NA,Dieffenbachia 'Tropic Rain',NA,LDMC,0.14158078180047953,3
SG06,NA,DIETRO4,NA,Dieffenbachia 'Tropic Rain',NA,SC,48.63333333333333,3
SG06,NA,DIETRO4,NA,Dieffenbachia 'Tropic Rain',NA,SLA,14.694612222285514,3
SG06,NA,DIETRO4,NA,Dieffenbachia 'Tropic Rain',NA,Th,0.25966666666666666,3
SG06,NA,DIETRO5,NA,Dieffenbachia 'Tropic Rain',NA,Area_mm2,39721.9876097769,3
SG06,NA,DIETRO5,NA,Dieffenbachia 'Tropic Rain',NA,LDMC,0.13186550325710747,3
SG06,NA,DIETRO5,NA,Dieffenbachia 'Tropic Rain',NA,SC,46.33333333333333,3
SG06,NA,DIETRO5,NA,Dieffenbachia 'Tropic Rain',NA,SLA,14.852884087657708,3
SG06,NA,DIETRO5,NA,Dieffenbachia 'Tropic Rain',NA,Th,0.26133333333333336,3
SG06,NA,HYMLIT1,NA,Hymenocallis littoralis,NA,Area_mm2,38054.92904998284,5
SG06,NA,HYMLIT1,NA,Hymenocallis littoralis,NA,LDMC,0.056468916211101,5
SG06,NA,HYMLIT1,NA,Hymenocallis littoralis,NA,SC,60.22,5
SG06,NA,HYMLIT1,NA,Hymenocallis littoralis,NA,SLA,13.692654772584563,5
SG06,NA,HYMLIT1,NA,Hymenocallis littoralis,NA,Th,0.6248,5
SG06,NA,HYMLIT2,NA,Hymenocallis littoralis,NA,Area_mm2,33609.10279960732,5
SG06,NA,HYMLIT2,NA,Hymenocallis littoralis,NA,LDMC,0.04619323321571994,5
SG06,NA,HYMLIT2,NA,Hymenocallis littoralis,NA,SC,76.84,5
SG06,NA,HYMLIT2,NA,Hymenocallis littoralis,NA,SLA,15.300027516508642,5
SG06,NA,HYMLIT2,NA,Hymenocallis littoralis,NA,Th,1.0174,5
SG06,NA,HYMLIT3,NA,Hymenocallis littoralis,NA,Area_mm2,33181.123725653975,5
SG06,NA,HYMLIT3,NA,Hymenocallis littoralis,NA,LDMC,0.054769585103604204,5
SG06,NA,HYMLIT3,NA,Hymenocallis littoralis,NA,SC,106.84,5
SG06,NA,HYMLIT3,NA,Hymenocallis littoralis,NA,SLA,11.860808243685298,5
SG06,NA,HYMLIT3,NA,Hymenocallis littoralis,NA,Th,0.8574,5
SG06,NA,HYMLIT4,NA,Hymenocallis littoralis,NA,Area_mm2,28236.732162306023,5
SG06,NA,HYMLIT4,NA,Hymenocallis littoralis,NA,LDMC,0.06416300187289976,5
SG06,NA,HYMLIT4,NA,Hymenocallis littoralis,NA,SC,117.68,5
SG06,NA,HYMLIT4,NA,Hymenocallis littoralis,NA,SLA,14.320935720943275,5
SG06,NA,HYMLIT4,NA,Hymenocallis littoralis,NA,Th,0.6768000000000001,5
SG06,NA,HYMLIT5,NA,Hymenocallis littoralis,NA,Area_mm2,30410.448253087896,5
SG06,NA,HYMLIT5,NA,Hymenocallis littoralis,NA,LDMC,0.06766168096772995,5
SG06,NA,HYMLIT5,NA,Hymenocallis littoralis,NA,SC,40.72,5
SG06,NA,HYMLIT5,NA,Hymenocallis littoralis,NA,SLA,12.97743896695239,5
SG06,NA,HYMLIT5,NA,Hymenocallis littoralis,NA,Th,0.684,5
SG06,NA,LICGRA1,NA,Licuala grandis,NA,Area_mm2,368697.17318017315,3
SG06,NA,LICGRA1,NA,Licuala grandis,NA,LDMC,0.39940842769894475,3
SG06,NA,LICGRA1,NA,Licuala grandis,NA,SC,78.63333333333334,3
SG06,NA,LICGRA1,NA,Licuala grandis,NA,SLA,12.714883098993651,3
SG06,NA,LICGRA1,NA,Licuala grandis,NA,Th,0.201,3
SG06,NA,LICGRA2,NA,Licuala grandis,NA,Area_mm2,316752.15859691176,3
SG06,NA,LICGRA2,NA,Licuala grandis,NA,LDMC,0.3939440092384464,3
SG06,NA,LICGRA2,NA,Licuala grandis,NA,SC,64.4,3
SG06,NA,LICGRA2,NA,Licuala grandis,NA,SLA,12.538949237694771,3
SG06,NA,LICGRA2,NA,Licuala grandis,NA,Th,0.17566666666666667,3
SG06,NA,LICGRA3,NA,Licuala grandis,NA,Area_mm2,478272.23281384597,3
SG06,NA,LICGRA3,NA,Licuala grandis,NA,LDMC,0.4043784412515428,3
SG06,NA,LICGRA3,NA,Licuala grandis,NA,SC,80.23333333333333,3
SG06,NA,LICGRA3,NA,Licuala grandis,NA,SLA,11.40819877777149,3
SG06,NA,LICGRA3,NA,Licuala grandis,NA,Th,0.13466666666666668,3
SG06,NA,LICGRA4,NA,Licuala grandis,NA,Area_mm2,469975.1573818332,3
SG06,NA,LICGRA4,NA,Licuala grandis,NA,LDMC,0.412431183989032,3
SG06,NA,LICGRA4,NA,Licuala grandis,NA,SC,88.36666666666667,3
SG06,NA,LICGRA4,NA,Licuala grandis,NA,SLA,12.160146004023098,3
SG06,NA,LICGRA4,NA,Licuala grandis,NA,Th,0.13866666666666666,3
SG06,NA,LICGRA5,NA,Licuala grandis,NA,Area_mm2,390430.88367671974,3
SG06,NA,LICGRA5,NA,Licuala grandis,NA,LDMC,0.39794715909000905,3
SG06,NA,LICGRA5,NA,Licuala grandis,NA,SC,90.26666666666667,3
SG06,NA,LICGRA5,NA,Licuala grandis,NA,SLA,13.411002322749091,3
SG06,NA,LICGRA5,NA,Licuala grandis,NA,Th,0.12133333333333333,3
SG06,NA,PHIERU1,NA,Philodendron erubescens 'Gold',NA,Area_mm2,7770.038969185923,5
SG06,NA,PHIERU1,NA,Philodendron erubescens 'Gold',NA,LDMC,0.1393590133376609,5
SG06,NA,PHIERU1,NA,Philodendron erubescens 'Gold',NA,SC,21.8,5
SG06,NA,PHIERU1,NA,Philodendron erubescens 'Gold',NA,SLA,27.841137825634792,5
SG06,NA,PHIERU1,NA,Philodendron erubescens 'Gold',NA,Th,0.252,5
SG06,NA,PHIERU2,NA,Philodendron erubescens 'Gold',NA,Area_mm2,7112.772897754352,5
SG06,NA,PHIERU2,NA,Philodendron erubescens 'Gold',NA,LDMC,0.12778712085672436,5
SG06,NA,PHIERU2,NA,Philodendron erubescens 'Gold',NA,SC,20.18,5
SG06,NA,PHIERU2,NA,Philodendron erubescens 'Gold',NA,SLA,30.699040670728333,5
SG06,NA,PHIERU2,NA,Philodendron erubescens 'Gold',NA,Th,0.2452,5
SG06,NA,PHIERU3,NA,Philodendron erubescens 'Gold',NA,Area_mm2,7443.02600192063,5
SG06,NA,PHIERU3,NA,Philodendron erubescens 'Gold',NA,LDMC,0.12216727441358632,5
SG06,NA,PHIERU3,NA,Philodendron erubescens 'Gold',NA,SC,24.98,5
SG06,NA,PHIERU3,NA,Philodendron erubescens 'Gold',NA,SLA,32.50446377613051,5
SG06,NA,PHIERU3,NA,Philodendron erubescens 'Gold',NA,Th,0.2432,5
SG06,NA,PHIERU4,NA,Philodendron erubescens 'Gold',NA,Area_mm2,6614.7323149172225,5
SG06,NA,PHIERU4,NA,Philodendron erubescens 'Gold',NA,LDMC,0.13453202420082427,5
SG06,NA,PHIERU4,NA,Philodendron erubescens 'Gold',NA,SC,30.259999999999998,5
SG06,NA,PHIERU4,NA,Philodendron erubescens 'Gold',NA,SLA,30.24645288813181,5
SG06,NA,PHIERU4,NA,Philodendron erubescens 'Gold',NA,Th,0.2346,5
SG06,NA,PHIERU5,NA,Philodendron erubescens 'Gold',NA,Area_mm2,5751.154110537642,5
SG06,NA,PHIERU5,NA,Philodendron erubescens 'Gold',NA,LDMC,0.1315200973241843,5
SG06,NA,PHIERU5,NA,Philodendron erubescens 'Gold',NA,SC,32.22,5
SG06,NA,PHIERU5,NA,Philodendron erubescens 'Gold',NA,SLA,26.711946593099302,5
SG06,NA,PHIERU5,NA,Philodendron erubescens 'Gold',NA,Th,0.264,5
SG06,NA,PHIRED1,NA,Philodendron 'Anderson Red',NA,Area_mm2,14475.060709595782,3
SG06,NA,PHIRED1,NA,Philodendron 'Anderson Red',NA,LDMC,0.16859065153618052,3
SG06,NA,PHIRED1,NA,Philodendron 'Anderson Red',NA,SC,53.93333333333334,3
SG06,NA,PHIRED1,NA,Philodendron 'Anderson Red',NA,SLA,11.777741048651524,3
SG06,NA,PHIRED1,NA,Philodendron 'Anderson Red',NA,Th,0.393,3
SG06,NA,PHIRED2,NA,Philodendron 'Anderson Red',NA,Area_mm2,17786.069631586513,3
SG06,NA,PHIRED2,NA,Philodendron 'Anderson Red',NA,LDMC,0.1700215126857971,3
SG06,NA,PHIRED2,NA,Philodendron 'Anderson Red',NA,SC,106.3,3
SG06,NA,PHIRED2,NA,Philodendron 'Anderson Red',NA,SLA,12.282052192213202,3
SG06,NA,PHIRED2,NA,Philodendron 'Anderson Red',NA,Th,0.358,3
SG06,NA,PHIRED3,NA,Philodendron 'Anderson Red',NA,Area_mm2,16002.137708926499,3
SG06,NA,PHIRED3,NA,Philodendron 'Anderson Red',NA,LDMC,0.1772392760274939,3
SG06,NA,PHIRED3,NA,Philodendron 'Anderson Red',NA,SC,72.13333333333333,3
SG06,NA,PHIRED3,NA,Philodendron 'Anderson Red',NA,SLA,11.129675082791243,3
SG06,NA,PHIRED3,NA,Philodendron 'Anderson Red',NA,Th,0.371,3
SG06,NA,PHIRED4,NA,Philodendron 'Anderson Red',NA,Area_mm2,15438.485309637012,3
SG06,NA,PHIRED4,NA,Philodendron 'Anderson Red',NA,LDMC,0.16597281850196716,3
SG06,NA,PHIRED4,NA,Philodendron 'Anderson Red',NA,SC,42.36666666666667,3
SG06,NA,PHIRED4,NA,Philodendron 'Anderson Red',NA,SLA,13.04261767957445,3
SG06,NA,PHIRED4,NA,Philodendron 'Anderson Red',NA,Th,0.35333333333333333,3
SG06,NA,PHIRED5,NA,Philodendron 'Anderson Red',NA,Area_mm2,23386.072789382077,3
SG06,NA,PHIRED5,NA,Philodendron 'Anderson Red',NA,LDMC,0.17498406837785277,3
SG06,NA,PHIRED5,NA,Philodendron 'Anderson Red',NA,SC,43.3,3
SG06,NA,PHIRED5,NA,Philodendron 'Anderson Red',NA,SLA,10.932744141398075,3
SG06,NA,PHIRED5,NA,Philodendron 'Anderson Red',NA,Th,0.35333333333333333,3
SG06,NA,SCHARBv1,NA,Schefflera arboricola variegata,NA,Area_mm2,7322.7925501828695,5
SG06,NA,SCHARBv1,NA,Schefflera arboricola variegata,NA,LDMC,0.18907585983641054,5
SG06,NA,SCHARBv1,NA,Schefflera arboricola variegata,NA,SC,73.7,5
SG06,NA,SCHARBv1,NA,Schefflera arboricola variegata,NA,SLA,14.68455673669091,5
SG06,NA,SCHARBv1,NA,Schefflera arboricola variegata,NA,Th,0.3626,5
SG06,NA,SCHARBv2,NA,Schefflera arboricola variegata,NA,Area_mm2,11673.688524115103,5
SG06,NA,SCHARBv2,NA,Schefflera arboricola variegata,NA,LDMC,0.17922060028021924,5
SG06,NA,SCHARBv2,NA,Schefflera arboricola variegata,NA,SC,150.66,5
SG06,NA,SCHARBv2,NA,Schefflera arboricola variegata,NA,SLA,14.132129555498526,5
SG06,NA,SCHARBv2,NA,Schefflera arboricola variegata,NA,Th,0.374,5
SG06,NA,SCHARBv3,NA,Schefflera arboricola variegata,NA,Area_mm2,7276.472929387721,5
SG06,NA,SCHARBv3,NA,Schefflera arboricola variegata,NA,LDMC,0.16895026482611622,5
SG06,NA,SCHARBv3,NA,Schefflera arboricola variegata,NA,SC,123.5,5
SG06,NA,SCHARBv3,NA,Schefflera arboricola variegata,NA,SLA,17.421963641237127,5
SG06,NA,SCHARBv3,NA,Schefflera arboricola variegata,NA,Th,0.336,5
