Dataset1,Dataset2,IID,SID,OrgName,AccName,Trait,OrgVal,n
SG07,Tech,KRTAcacia auriculiformis 10,NA,Acacia auriculiformis,NA,leaf_work_to_shear,5188.707608050401,2
SG07,Tech,KRTAcacia auriculiformis 11,NA,Acacia auriculiformis,NA,Thickness,0.2908,5
SG07,Tech,KRTAcacia auriculiformis 11,NA,Acacia auriculiformis,NA,leaf_work_to_punch_adjusted_concave,3.3856419290166833,2
SG07,Tech,KRTAcacia auriculiformis 11,NA,Acacia auriculiformis,NA,leaf_work_to_punch_adjusted_flat,3.976669796898827,2
SG07,Tech,KRTAcacia auriculiformis 11,NA,Acacia auriculiformis,NA,leaf_work_to_punch_concave,0.9940620852806679,2
SG07,Tech,KRTAcacia auriculiformis 11,NA,Acacia auriculiformis,NA,leaf_work_to_punch_flat,1.125241855385792,2
SG07,Tech,KRTAcacia auriculiformis 11,NA,Acacia auriculiformis,NA,leaf_work_to_shear,3766.2162162162153,1
SG07,Tech,KRTAcacia auriculiformis 2,NA,Acacia auriculiformis,NA,Thickness,0.30966666666666665,6
SG07,Tech,KRTAcacia auriculiformis 2,NA,Acacia auriculiformis,NA,leaf_work_to_punch_adjusted_concave,2.7826982571750367,2
SG07,Tech,KRTAcacia auriculiformis 2,NA,Acacia auriculiformis,NA,leaf_work_to_punch_adjusted_flat,3.7028888306684498,2
SG07,Tech,KRTAcacia auriculiformis 2,NA,Acacia auriculiformis,NA,leaf_work_to_punch_concave,1.007270304784686,2
SG07,Tech,KRTAcacia auriculiformis 2,NA,Acacia auriculiformis,NA,leaf_work_to_punch_flat,1.0752803294358104,2
SG07,Tech,KRTAcacia auriculiformis 2,NA,Acacia auriculiformis,NA,leaf_work_to_shear,3011.4347357065803,2
SG07,Tech,KRTAcacia auriculiformis 3,NA,Acacia auriculiformis,NA,Thickness,0.34900000000000003,6
SG07,Tech,KRTAcacia auriculiformis 3,NA,Acacia auriculiformis,NA,leaf_work_to_punch_adjusted_concave,2.352668479300763,2
SG07,Tech,KRTAcacia auriculiformis 3,NA,Acacia auriculiformis,NA,leaf_work_to_punch_adjusted_flat,3.571685931111297,2
SG07,Tech,KRTAcacia auriculiformis 3,NA,Acacia auriculiformis,NA,leaf_work_to_punch_concave,0.9141564592128812,2
SG07,Tech,KRTAcacia auriculiformis 3,NA,Acacia auriculiformis,NA,leaf_work_to_punch_flat,1.183571321642667,2
SG07,Tech,KRTAcacia auriculiformis 3,NA,Acacia auriculiformis,NA,leaf_work_to_shear,5330.573406710456,2
SG07,Tech,KRTAcacia auriculiformis 4,NA,Acacia auriculiformis,NA,Thickness,0.29983333333333334,6
SG07,Tech,KRTAcacia auriculiformis 4,NA,Acacia auriculiformis,NA,leaf_work_to_punch_adjusted_concave,2.833101923015154,2
SG07,Tech,KRTAcacia auriculiformis 4,NA,Acacia auriculiformis,NA,leaf_work_to_punch_adjusted_flat,4.300446513361362,2
SG07,Tech,KRTAcacia auriculiformis 4,NA,Acacia auriculiformis,NA,leaf_work_to_punch_concave,0.9241651721289696,2
SG07,Tech,KRTAcacia auriculiformis 4,NA,Acacia auriculiformis,NA,leaf_work_to_punch_flat,1.2199144349363318,2
SG07,Tech,KRTAcacia auriculiformis 4,NA,Acacia auriculiformis,NA,leaf_work_to_shear,1970.864680661732,2
SG07,Tech,KRTAcacia auriculiformis 5,NA,Acacia auriculiformis,NA,Thickness,0.309,6
SG07,Tech,KRTAcacia auriculiformis 5,NA,Acacia auriculiformis,NA,leaf_work_to_punch_adjusted_concave,3.083387339862353,2
SG07,Tech,KRTAcacia auriculiformis 5,NA,Acacia auriculiformis,NA,leaf_work_to_punch_adjusted_flat,3.441693599645224,2
SG07,Tech,KRTAcacia auriculiformis 5,NA,Acacia auriculiformis,NA,leaf_work_to_punch_concave,0.9524684996375798,2
SG07,Tech,KRTAcacia auriculiformis 5,NA,Acacia auriculiformis,NA,leaf_work_to_punch_flat,1.0843866174168415,2
SG07,Tech,KRTAcacia auriculiformis 5,NA,Acacia auriculiformis,NA,leaf_work_to_shear,3084.041132058606,2
SG07,Tech,KRTAcacia auriculiformis 6,NA,Acacia auriculiformis,NA,Thickness,0.30983333333333335,6
SG07,Tech,KRTAcacia auriculiformis 6,NA,Acacia auriculiformis,NA,leaf_work_to_punch_adjusted_concave,2.2262871035232226,2
SG07,Tech,KRTAcacia auriculiformis 6,NA,Acacia auriculiformis,NA,leaf_work_to_punch_adjusted_flat,3.405947513725887,2
SG07,Tech,KRTAcacia auriculiformis 6,NA,Acacia auriculiformis,NA,leaf_work_to_punch_concave,0.699789517821581,2
SG07,Tech,KRTAcacia auriculiformis 6,NA,Acacia auriculiformis,NA,leaf_work_to_punch_flat,1.0457464224703041,2
SG07,Tech,KRTAcacia auriculiformis 6,NA,Acacia auriculiformis,NA,leaf_work_to_shear,3314.591670489236,2
SG07,Tech,KRTAcacia auriculiformis 9,NA,Acacia auriculiformis,NA,Thickness,0.30616666666666664,6
SG07,Tech,KRTAcacia auriculiformis 9,NA,Acacia auriculiformis,NA,leaf_work_to_punch_adjusted_concave,2.8920503025405395,2
SG07,Tech,KRTAcacia auriculiformis 9,NA,Acacia auriculiformis,NA,leaf_work_to_punch_adjusted_flat,3.7466368729911865,2
SG07,Tech,KRTAcacia auriculiformis 9,NA,Acacia auriculiformis,NA,leaf_work_to_punch_concave,0.8781415004410555,2
SG07,Tech,KRTAcacia auriculiformis 9,NA,Acacia auriculiformis,NA,leaf_work_to_punch_flat,1.145423358478888,2
SG07,Tech,KRTAcacia auriculiformis 9,NA,Acacia auriculiformis,NA,leaf_work_to_shear,9968.093487394959,2
SG07,Tech,KRTAdinandra dumosa 1,NA,Adinandra dumosa,NA,Thickness,0.31516666666666665,6
SG07,Tech,KRTAdinandra dumosa 1,NA,Adinandra dumosa,NA,leaf_work_to_punch_adjusted_concave,1.5493398025167195,2
SG07,Tech,KRTAdinandra dumosa 1,NA,Adinandra dumosa,NA,leaf_work_to_punch_adjusted_flat,2.2445455359036517,2
SG07,Tech,KRTAdinandra dumosa 1,NA,Adinandra dumosa,NA,leaf_work_to_punch_concave,0.48099249038545483,2
SG07,Tech,KRTAdinandra dumosa 1,NA,Adinandra dumosa,NA,leaf_work_to_punch_flat,0.7179200551531836,2
SG07,Tech,KRTAdinandra dumosa 1,NA,Adinandra dumosa,NA,leaf_work_to_shear,5867.544220485397,2
SG07,Tech,KRTAdinandra dumosa 2,NA,Adinandra dumosa,NA,Thickness,0.3575,6
SG07,Tech,KRTAdinandra dumosa 2,NA,Adinandra dumosa,NA,leaf_work_to_punch_adjusted_concave,1.3869074592862178,2
SG07,Tech,KRTAdinandra dumosa 2,NA,Adinandra dumosa,NA,leaf_work_to_punch_adjusted_flat,1.727901334352477,2
SG07,Tech,KRTAdinandra dumosa 2,NA,Adinandra dumosa,NA,leaf_work_to_punch_concave,0.5065885430888937,2
SG07,Tech,KRTAdinandra dumosa 2,NA,Adinandra dumosa,NA,leaf_work_to_punch_flat,0.5907601779405868,2
SG07,Tech,KRTAdinandra dumosa 2,NA,Adinandra dumosa,NA,leaf_work_to_shear,4095.5728764610258,2
SG07,Tech,KRTAdinandra dumosa 3,NA,Adinandra dumosa,NA,Thickness,0.33166666666666667,6
SG07,Tech,KRTAdinandra dumosa 3,NA,Adinandra dumosa,NA,leaf_work_to_punch_adjusted_concave,1.7466214350561784,2
SG07,Tech,KRTAdinandra dumosa 3,NA,Adinandra dumosa,NA,leaf_work_to_punch_adjusted_flat,1.9684262846939538,2
SG07,Tech,KRTAdinandra dumosa 3,NA,Adinandra dumosa,NA,leaf_work_to_punch_concave,0.5841150488733479,2
SG07,Tech,KRTAdinandra dumosa 3,NA,Adinandra dumosa,NA,leaf_work_to_punch_flat,0.6519609962635526,2
SG07,Tech,KRTAdinandra dumosa 3,NA,Adinandra dumosa,NA,leaf_work_to_shear,5651.588340447979,2
SG07,Tech,KRTAdinandra dumosa 4,NA,Adinandra dumosa,NA,Thickness,0.3753333333333333,6
SG07,Tech,KRTAdinandra dumosa 4,NA,Adinandra dumosa,NA,leaf_work_to_punch_adjusted_concave,1.4010302751378074,2
SG07,Tech,KRTAdinandra dumosa 4,NA,Adinandra dumosa,NA,leaf_work_to_punch_adjusted_flat,1.8258651146378595,2
SG07,Tech,KRTAdinandra dumosa 4,NA,Adinandra dumosa,NA,leaf_work_to_punch_concave,0.5499049399716364,2
SG07,Tech,KRTAdinandra dumosa 4,NA,Adinandra dumosa,NA,leaf_work_to_punch_flat,0.6335023044101112,2
SG07,Tech,KRTAdinandra dumosa 4,NA,Adinandra dumosa,NA,leaf_work_to_shear,4880.783266706812,2
SG07,Tech,KRTAdinandra dumosa 5,NA,Adinandra dumosa,NA,Thickness,0.32316666666666666,6
SG07,Tech,KRTAdinandra dumosa 5,NA,Adinandra dumosa,NA,leaf_work_to_punch_adjusted_concave,1.459054391673626,2
SG07,Tech,KRTAdinandra dumosa 5,NA,Adinandra dumosa,NA,leaf_work_to_punch_adjusted_flat,1.6885184938140356,2
SG07,Tech,KRTAdinandra dumosa 5,NA,Adinandra dumosa,NA,leaf_work_to_punch_concave,0.4611391418141978,2
SG07,Tech,KRTAdinandra dumosa 5,NA,Adinandra dumosa,NA,leaf_work_to_punch_flat,0.5654102411285271,2
SG07,Tech,KRTAdinandra dumosa 5,NA,Adinandra dumosa,NA,leaf_work_to_shear,6940.171041974367,2
SG07,Tech,KRTAdinandra dumosa 6,NA,Adinandra dumosa,NA,Thickness,0.33016666666666666,6
SG07,Tech,KRTAdinandra dumosa 6,NA,Adinandra dumosa,NA,leaf_work_to_punch_adjusted_concave,1.8281871122877376,2
SG07,Tech,KRTAdinandra dumosa 6,NA,Adinandra dumosa,NA,leaf_work_to_punch_adjusted_flat,2.0007155835449426,2
SG07,Tech,KRTAdinandra dumosa 6,NA,Adinandra dumosa,NA,leaf_work_to_punch_concave,0.5817359285900154,2
SG07,Tech,KRTAdinandra dumosa 6,NA,Adinandra dumosa,NA,leaf_work_to_punch_flat,0.6844482939256097,2
SG07,Tech,KRTAdinandra dumosa 6,NA,Adinandra dumosa,NA,leaf_work_to_shear,8700.552825552826,2
SG07,Tech,KRTArtocarpus heterophyllus 3,NA,Artocarpus heterophyllus,NA,Thickness,0.3601666666666667,6
SG07,Tech,KRTArtocarpus heterophyllus 3,NA,Artocarpus heterophyllus,NA,leaf_work_to_punch_adjusted_concave,1.420202218760029,2
SG07,Tech,KRTArtocarpus heterophyllus 3,NA,Artocarpus heterophyllus,NA,leaf_work_to_punch_adjusted_flat,1.7114061946244987,2
SG07,Tech,KRTArtocarpus heterophyllus 3,NA,Artocarpus heterophyllus,NA,leaf_work_to_punch_concave,0.5081472770676287,2
SG07,Tech,KRTArtocarpus heterophyllus 3,NA,Artocarpus heterophyllus,NA,leaf_work_to_punch_flat,0.6003586977043763,2
SG07,Tech,KRTArtocarpus heterophyllus 3,NA,Artocarpus heterophyllus,NA,leaf_work_to_shear,6623.591855560642,2
SG07,Tech,KRTCalophyllum inophyllum 3,NA,Calophyllum inophyllum,NA,Thickness,0.391,6
SG07,Tech,KRTCalophyllum inophyllum 3,NA,Calophyllum inophyllum,NA,leaf_work_to_punch_adjusted_concave,2.37505846849918,2
SG07,Tech,KRTCalophyllum inophyllum 3,NA,Calophyllum inophyllum,NA,leaf_work_to_punch_adjusted_flat,2.840253577840399,2
SG07,Tech,KRTCalophyllum inophyllum 3,NA,Calophyllum inophyllum,NA,leaf_work_to_punch_concave,0.9657587577720577,2
SG07,Tech,KRTCalophyllum inophyllum 3,NA,Calophyllum inophyllum,NA,leaf_work_to_punch_flat,1.0891448579835066,2
SG07,Tech,KRTCalophyllum inophyllum 3,NA,Calophyllum inophyllum,NA,leaf_work_to_shear,3021.5984240889265,2
SG07,Tech,KRTCalophyllum inophyllum 4,NA,Calophyllum inophyllum,NA,Thickness,0.29083333333333333,6
SG07,Tech,KRTCalophyllum inophyllum 4,NA,Calophyllum inophyllum,NA,leaf_work_to_punch_adjusted_concave,3.1328307395110278,2
SG07,Tech,KRTCalophyllum inophyllum 4,NA,Calophyllum inophyllum,NA,leaf_work_to_punch_adjusted_flat,4.079412647198067,2
SG07,Tech,KRTCalophyllum inophyllum 4,NA,Calophyllum inophyllum,NA,leaf_work_to_punch_concave,0.8691172510904841,2
SG07,Tech,KRTCalophyllum inophyllum 4,NA,Calophyllum inophyllum,NA,leaf_work_to_punch_flat,1.1375476499547528,2
SG07,Tech,KRTCalophyllum inophyllum 4,NA,Calophyllum inophyllum,NA,leaf_work_to_shear,7151.564235057226,2
SG07,Tech,KRTCinnamomum iners 10,NA,Cinnamomum iners,NA,Thickness,0.28900000000000003,6
SG07,Tech,KRTCinnamomum iners 10,NA,Cinnamomum iners,NA,leaf_work_to_punch_adjusted_concave,3.10269555291557,2
SG07,Tech,KRTCinnamomum iners 10,NA,Cinnamomum iners,NA,leaf_work_to_punch_adjusted_flat,3.1133455904589242,2
SG07,Tech,KRTCinnamomum iners 10,NA,Cinnamomum iners,NA,leaf_work_to_punch_concave,0.9037375531444944,2
SG07,Tech,KRTCinnamomum iners 10,NA,Cinnamomum iners,NA,leaf_work_to_punch_flat,0.8799463503111697,2
SG07,Tech,KRTCinnamomum iners 10,NA,Cinnamomum iners,NA,leaf_work_to_shear,19148.951885629176,2
SG07,Tech,KRTClidemia hirta 1,NA,Clidemia hirta,NA,Thickness,0.16383333333333333,6
SG07,Tech,KRTClidemia hirta 1,NA,Clidemia hirta,NA,leaf_work_to_punch_adjusted_concave,0.9004048548199329,2
SG07,Tech,KRTClidemia hirta 1,NA,Clidemia hirta,NA,leaf_work_to_punch_adjusted_flat,1.2440254736891059,2
SG07,Tech,KRTClidemia hirta 1,NA,Clidemia hirta,NA,leaf_work_to_punch_concave,0.13633179609799573,2
SG07,Tech,KRTClidemia hirta 1,NA,Clidemia hirta,NA,leaf_work_to_punch_flat,0.20632715560624576,2
SG07,Tech,KRTClidemia hirta 1,NA,Clidemia hirta,NA,leaf_work_to_shear,2510.3345092862082,2
SG07,Tech,KRTClidemia hirta 2,NA,Clidemia hirta,NA,Thickness,0.17966666666666667,6
SG07,Tech,KRTClidemia hirta 2,NA,Clidemia hirta,NA,leaf_work_to_punch_adjusted_concave,0.6520543757972199,2
SG07,Tech,KRTClidemia hirta 2,NA,Clidemia hirta,NA,leaf_work_to_punch_adjusted_flat,0.98342947959183,2
SG07,Tech,KRTClidemia hirta 2,NA,Clidemia hirta,NA,leaf_work_to_punch_concave,0.1316063709835147,2
SG07,Tech,KRTClidemia hirta 2,NA,Clidemia hirta,NA,leaf_work_to_punch_flat,0.15161559295264523,2
SG07,Tech,KRTClidemia hirta 2,NA,Clidemia hirta,NA,leaf_work_to_shear,957.7326390844929,2
SG07,Tech,KRTClidemia hirta 3,NA,Clidemia hirta,NA,Thickness,0.20616666666666666,6
SG07,Tech,KRTClidemia hirta 3,NA,Clidemia hirta,NA,leaf_work_to_punch_adjusted_concave,3.3989207278470097,2
SG07,Tech,KRTClidemia hirta 3,NA,Clidemia hirta,NA,leaf_work_to_punch_adjusted_flat,0.8826543085657368,2
SG07,Tech,KRTClidemia hirta 3,NA,Clidemia hirta,NA,leaf_work_to_punch_concave,0.5801443791590964,2
SG07,Tech,KRTClidemia hirta 3,NA,Clidemia hirta,NA,leaf_work_to_punch_flat,0.19623640405969775,2
SG07,Tech,KRTClidemia hirta 3,NA,Clidemia hirta,NA,leaf_work_to_shear,1738.9970136958088,2
SG07,Tech,KRTClidemia hirta 4,NA,Clidemia hirta,NA,Thickness,0.21983333333333333,6
SG07,Tech,KRTClidemia hirta 4,NA,Clidemia hirta,NA,leaf_work_to_punch_adjusted_concave,0.6850341648239042,2
SG07,Tech,KRTClidemia hirta 4,NA,Clidemia hirta,NA,leaf_work_to_punch_adjusted_flat,0.9616405693430702,2
SG07,Tech,KRTClidemia hirta 4,NA,Clidemia hirta,NA,leaf_work_to_punch_concave,0.14632410128799203,2
SG07,Tech,KRTClidemia hirta 4,NA,Clidemia hirta,NA,leaf_work_to_punch_flat,0.19123204760165363,2
SG07,Tech,KRTClidemia hirta 4,NA,Clidemia hirta,NA,leaf_work_to_shear,1534.6639820494665,2
SG07,Tech,KRTClidemia hirta 5,NA,Clidemia hirta,NA,Thickness,0.25183333333333335,6
SG07,Tech,KRTClidemia hirta 5,NA,Clidemia hirta,NA,leaf_work_to_punch_adjusted_concave,0.6285656839391222,2
SG07,Tech,KRTClidemia hirta 5,NA,Clidemia hirta,NA,leaf_work_to_punch_adjusted_flat,0.6228211615118384,2
SG07,Tech,KRTClidemia hirta 5,NA,Clidemia hirta,NA,leaf_work_to_punch_concave,0.1483422515973016,2
SG07,Tech,KRTClidemia hirta 5,NA,Clidemia hirta,NA,leaf_work_to_punch_flat,0.1696969071059719,2
SG07,Tech,KRTClidemia hirta 5,NA,Clidemia hirta,NA,leaf_work_to_shear,2034.4315466029361,2
SG07,Tech,KRTClidemia hirta 6,NA,Clidemia hirta,NA,Thickness,0.20566666666666666,6
SG07,Tech,KRTClidemia hirta 6,NA,Clidemia hirta,NA,leaf_work_to_punch_adjusted_concave,1.097012588931608,2
SG07,Tech,KRTClidemia hirta 6,NA,Clidemia hirta,NA,leaf_work_to_punch_adjusted_flat,1.0125977365348227,2
SG07,Tech,KRTClidemia hirta 6,NA,Clidemia hirta,NA,leaf_work_to_punch_concave,0.2151052890654379,2
SG07,Tech,KRTClidemia hirta 6,NA,Clidemia hirta,NA,leaf_work_to_punch_flat,0.2105111257596925,2
SG07,Tech,KRTClidemia hirta 6,NA,Clidemia hirta,NA,leaf_work_to_shear,3137.2513905847236,2
SG07,Tech,KRTDillenia suffruticosa 1,NA,Dillenia suffruticosa,NA,Thickness,0.3305,6
SG07,Tech,KRTDillenia suffruticosa 1,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_adjusted_concave,1.9946740762182198,2
SG07,Tech,KRTDillenia suffruticosa 1,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_adjusted_flat,1.8795855316606382,2
SG07,Tech,KRTDillenia suffruticosa 1,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_concave,0.6551605028514826,2
SG07,Tech,KRTDillenia suffruticosa 1,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_flat,0.6421983992388436,2
SG07,Tech,KRTDillenia suffruticosa 1,NA,Dillenia suffruticosa,NA,leaf_work_to_shear,3473.9849429782835,2
SG07,Tech,KRTDillenia suffruticosa 2,NA,Dillenia suffruticosa,NA,Thickness,0.3108333333333333,6
SG07,Tech,KRTDillenia suffruticosa 2,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_adjusted_concave,1.8464252553509741,2
SG07,Tech,KRTDillenia suffruticosa 2,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_adjusted_flat,1.8839592478140679,2
SG07,Tech,KRTDillenia suffruticosa 2,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_concave,0.6010150067480542,2
SG07,Tech,KRTDillenia suffruticosa 2,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_flat,0.5613903482359999,2
SG07,Tech,KRTDillenia suffruticosa 2,NA,Dillenia suffruticosa,NA,leaf_work_to_shear,3869.406267179769,2
SG07,Tech,KRTDillenia suffruticosa 3,NA,Dillenia suffruticosa,NA,Thickness,0.30266666666666664,6
SG07,Tech,KRTDillenia suffruticosa 3,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_adjusted_concave,1.64086789446259,2
SG07,Tech,KRTDillenia suffruticosa 3,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_adjusted_flat,1.8131839532085996,2
SG07,Tech,KRTDillenia suffruticosa 3,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_concave,0.47147600925212496,2
SG07,Tech,KRTDillenia suffruticosa 3,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_flat,0.5711529452607089,2
SG07,Tech,KRTDillenia suffruticosa 3,NA,Dillenia suffruticosa,NA,leaf_work_to_shear,4634.955188463269,2
SG07,Tech,KRTDillenia suffruticosa 4,NA,Dillenia suffruticosa,NA,Thickness,0.26616666666666666,6
SG07,Tech,KRTDillenia suffruticosa 4,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_adjusted_concave,1.638488066913014,2
SG07,Tech,KRTDillenia suffruticosa 4,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_adjusted_flat,2.0532915207694415,2
SG07,Tech,KRTDillenia suffruticosa 4,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_concave,0.4635182620975302,2
SG07,Tech,KRTDillenia suffruticosa 4,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_flat,0.5235705395940599,2
SG07,Tech,KRTDillenia suffruticosa 4,NA,Dillenia suffruticosa,NA,leaf_work_to_shear,6139.830606230139,2
SG07,Tech,KRTDillenia suffruticosa 5,NA,Dillenia suffruticosa,NA,Thickness,0.2793333333333333,6
SG07,Tech,KRTDillenia suffruticosa 5,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_adjusted_concave,1.6540060154002592,2
SG07,Tech,KRTDillenia suffruticosa 5,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_adjusted_flat,2.0684656600236386,2
SG07,Tech,KRTDillenia suffruticosa 5,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_concave,0.4768085202320081,2
SG07,Tech,KRTDillenia suffruticosa 5,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_flat,0.5491665922974986,2
SG07,Tech,KRTDillenia suffruticosa 5,NA,Dillenia suffruticosa,NA,leaf_work_to_shear,6894.539350251802,2
SG07,Tech,KRTDillenia suffruticosa 6,NA,Dillenia suffruticosa,NA,Thickness,0.3373333333333333,6
SG07,Tech,KRTDillenia suffruticosa 6,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_adjusted_concave,1.5315501256258162,2
SG07,Tech,KRTDillenia suffruticosa 6,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_adjusted_flat,1.6394892735287505,2
SG07,Tech,KRTDillenia suffruticosa 6,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_concave,0.5330049820969298,2
SG07,Tech,KRTDillenia suffruticosa 6,NA,Dillenia suffruticosa,NA,leaf_work_to_punch_flat,0.5582728802785297,2
SG07,Tech,KRTDillenia suffruticosa 6,NA,Dillenia suffruticosa,NA,leaf_work_to_shear,7569.236462316517,2
SG07,Tech,KRTFicus grossularioides 1,NA,Ficus grossularioides,NA,Thickness,0.3556666666666667,6
SG07,Tech,KRTFicus grossularioides 1,NA,Ficus grossularioides,NA,leaf_work_to_punch_adjusted_concave,0.6797700910471982,2
SG07,Tech,KRTFicus grossularioides 1,NA,Ficus grossularioides,NA,leaf_work_to_punch_adjusted_flat,0.8747306366977288,2
SG07,Tech,KRTFicus grossularioides 1,NA,Ficus grossularioides,NA,leaf_work_to_punch_concave,0.23372805817979886,2
SG07,Tech,KRTFicus grossularioides 1,NA,Ficus grossularioides,NA,leaf_work_to_punch_flat,0.3188021179665491,2
SG07,Tech,KRTFicus grossularioides 1,NA,Ficus grossularioides,NA,leaf_work_to_shear,3000.7003959807553,2
SG07,Tech,KRTFicus grossularioides 2,NA,Ficus grossularioides,NA,Thickness,0.30083333333333334,6
SG07,Tech,KRTFicus grossularioides 2,NA,Ficus grossularioides,NA,leaf_work_to_punch_adjusted_concave,1.1266982713042053,2
SG07,Tech,KRTFicus grossularioides 2,NA,Ficus grossularioides,NA,leaf_work_to_punch_adjusted_flat,1.243906024274597,2
SG07,Tech,KRTFicus grossularioides 2,NA,Ficus grossularioides,NA,leaf_work_to_punch_concave,0.358262699217684,2
SG07,Tech,KRTFicus grossularioides 2,NA,Ficus grossularioides,NA,leaf_work_to_punch_flat,0.32536520840332833,2
SG07,Tech,KRTFicus grossularioides 2,NA,Ficus grossularioides,NA,leaf_work_to_shear,2912.717391304348,2
SG07,Tech,KRTFicus grossularioides 3,NA,Ficus grossularioides,NA,Thickness,0.31166666666666665,6
SG07,Tech,KRTFicus grossularioides 3,NA,Ficus grossularioides,NA,leaf_work_to_punch_adjusted_concave,1.0321558303017784,2
SG07,Tech,KRTFicus grossularioides 3,NA,Ficus grossularioides,NA,leaf_work_to_punch_adjusted_flat,1.178578009692127,2
SG07,Tech,KRTFicus grossularioides 3,NA,Ficus grossularioides,NA,leaf_work_to_punch_concave,0.3165050363136764,2
SG07,Tech,KRTFicus grossularioides 3,NA,Ficus grossularioides,NA,leaf_work_to_punch_flat,0.3542428063251567,2
SG07,Tech,KRTFicus grossularioides 3,NA,Ficus grossularioides,NA,leaf_work_to_shear,3597.301551057688,2
